A15,7,A157,Primary respiratory tuberculosis,Primary respiratory tuberculosis,Respiratory tuberculosis
A15,8,A158,Other respiratory tuberculosis,Other respiratory tuberculosis,Respiratory tuberculosis
A15,9,A159,Respiratory tuberculosis unspecified,Respiratory tuberculosis unspecified,Respiratory tuberculosis
A17,0,A170,Tuberculous meningitis,Tuberculous meningitis,Tuberculosis of nervous system
A17,1,A171,Meningeal tuberculoma,Meningeal tuberculoma,Tuberculosis of nervous system
A178,1,A1781,Tuberculoma of brain and spinal cord,Tuberculoma of brain and spinal cord,Other tuberculosis of nervous system
A178,2,A1782,Tuberculous meningoencephalitis,Tuberculous meningoencephalitis,Other tuberculosis of nervous system
A178,3,A1783,Tuberculous neuritis,Tuberculous neuritis,Other tuberculosis of nervous system
A178,9,A1789,Other tuberculosis of nervous system,Other tuberculosis of nervous system,Other tuberculosis of nervous system
A179,,A179,"Tuberculosis of nervous system, unspecified","Tuberculosis of nervous system, unspecified","Tuberculosis of nervous system, unspecified"
A180,1,A1801,Tuberculosis of spine,Tuberculosis of spine,Tuberculosis of bones and joints
A180,2,A1802,Tuberculous arthritis of other joints,Tuberculous arthritis of other joints,Tuberculosis of bones and joints
A180,3,A1803,Tuberculosis of other bones,Tuberculosis of other bones,Tuberculosis of bones and joints
A180,9,A1809,Other musculoskeletal tuberculosis,Other musculoskeletal tuberculosis,Tuberculosis of bones and joints
A181,0,A1810,"Tuberculosis of genitourinary system, unspecified","Tuberculosis of genitourinary system, unspecified",Tuberculosis of genitourinary system
A181,1,A1811,Tuberculosis of kidney and ureter,Tuberculosis of kidney and ureter,Tuberculosis of genitourinary system
A181,2,A1812,Tuberculosis of bladder,Tuberculosis of bladder,Tuberculosis of genitourinary system
A181,3,A1813,Tuberculosis of other urinary organs,Tuberculosis of other urinary organs,Tuberculosis of genitourinary system
A181,4,A1814,Tuberculosis of prostate,Tuberculosis of prostate,Tuberculosis of genitourinary system
A181,5,A1815,Tuberculosis of other male genital organs,Tuberculosis of other male genital organs,Tuberculosis of genitourinary system
A181,6,A1816,Tuberculosis of cervix,Tuberculosis of cervix,Tuberculosis of genitourinary system
A181,7,A1817,Tuberculous female pelvic inflammatory disease,Tuberculous female pelvic inflammatory disease,Tuberculosis of genitourinary system
A181,8,A1818,Tuberculosis of other female genital organs,Tuberculosis of other female genital organs,Tuberculosis of genitourinary system
A182,,A182,Tuberculous peripheral lymphadenopathy,Tuberculous peripheral lymphadenopathy,Tuberculous peripheral lymphadenopathy
A183,1,A1831,Tuberculous peritonitis,Tuberculous peritonitis,"Tuberculosis of intestines, peritoneum and mesenteric glands"
A183,2,A1832,Tuberculous enteritis,Tuberculous enteritis,"Tuberculosis of intestines, peritoneum and mesenteric glands"
A183,9,A1839,Retroperitoneal tuberculosis,Retroperitoneal tuberculosis,"Tuberculosis of intestines, peritoneum and mesenteric glands"
A184,,A184,Tuberculosis of skin and subcutaneous tissue,Tuberculosis of skin and subcutaneous tissue,Tuberculosis of skin and subcutaneous tissue
A185,0,A1850,"Tuberculosis of eye, unspecified","Tuberculosis of eye, unspecified",Tuberculosis of eye
A185,1,A1851,Tuberculous episcleritis,Tuberculous episcleritis,Tuberculosis of eye
A185,2,A1852,Tuberculous keratitis,Tuberculous keratitis,Tuberculosis of eye
A185,3,A1853,Tuberculous chorioretinitis,Tuberculous chorioretinitis,Tuberculosis of eye
A185,4,A1854,Tuberculous iridocyclitis,Tuberculous iridocyclitis,Tuberculosis of eye
A185,9,A1859,Other tuberculosis of eye,Other tuberculosis of eye,Tuberculosis of eye
A186,,A186,Tuberculosis of (inner) (middle) ear,Tuberculosis of (inner) (middle) ear,Tuberculosis of (inner) (middle) ear
A187,,A187,Tuberculosis of adrenal glands,Tuberculosis of adrenal glands,Tuberculosis of adrenal glands
A188,1,A1881,Tuberculosis of thyroid gland,Tuberculosis of thyroid gland,Tuberculosis of other specified organs
A188,2,A1882,Tuberculosis of other endocrine glands,Tuberculosis of other endocrine glands,Tuberculosis of other specified organs
A188,3,A1883,"Tuberculosis of digestive tract organs, NEC","Tuberculosis of digestive tract organs, not elsewhere classified",Tuberculosis of other specified organs
A188,4,A1884,Tuberculosis of heart,Tuberculosis of heart,Tuberculosis of other specified organs
A188,5,A1885,Tuberculosis of spleen,Tuberculosis of spleen,Tuberculosis of other specified organs
A188,9,A1889,Tuberculosis of other sites,Tuberculosis of other sites,Tuberculosis of other specified organs
A19,0,A190,Acute miliary tuberculosis of a single specified site,Acute miliary tuberculosis of a single specified site,Miliary tuberculosis
A19,1,A191,Acute miliary tuberculosis of multiple sites,Acute miliary tuberculosis of multiple sites,Miliary tuberculosis
A19,2,A192,"Acute miliary tuberculosis, unspecified","Acute miliary tuberculosis, unspecified",Miliary tuberculosis
A19,8,A198,Other miliary tuberculosis,Other miliary tuberculosis,Miliary tuberculosis
A19,9,A199,"Miliary tuberculosis, unspecified","Miliary tuberculosis, unspecified",Miliary tuberculosis
A20,0,A200,Bubonic plague,Bubonic plague,Plague
A20,1,A201,Cellulocutaneous plague,Cellulocutaneous plague,Plague
A20,2,A202,Pneumonic plague,Pneumonic plague,Plague
A20,3,A203,Plague meningitis,Plague meningitis,Plague
A20,7,A207,Septicemic plague,Septicemic plague,Plague
A20,8,A208,Other forms of plague,Other forms of plague,Plague
A20,9,A209,"Plague, unspecified","Plague, unspecified",Plague
A21,0,A210,Ulceroglandular tularemia,Ulceroglandular tularemia,Tularemia
A21,1,A211,Oculoglandular tularemia,Oculoglandular tularemia,Tularemia
A21,2,A212,Pulmonary tularemia,Pulmonary tularemia,Tularemia
A21,3,A213,Gastrointestinal tularemia,Gastrointestinal tularemia,Tularemia
A21,7,A217,Generalized tularemia,Generalized tularemia,Tularemia
A21,8,A218,Other forms of tularemia,Other forms of tularemia,Tularemia
A21,9,A219,"Tularemia, unspecified","Tularemia, unspecified",Tularemia
A22,0,A220,Cutaneous anthrax,Cutaneous anthrax,Anthrax
A22,1,A221,Pulmonary anthrax,Pulmonary anthrax,Anthrax
A22,2,A222,Gastrointestinal anthrax,Gastrointestinal anthrax,Anthrax
A22,7,A227,Anthrax sepsis,Anthrax sepsis,Anthrax
A22,8,A228,Other forms of anthrax,Other forms of anthrax,Anthrax
A22,9,A229,"Anthrax, unspecified","Anthrax, unspecified",Anthrax
A23,0,A230,Brucellosis due to Brucella melitensis,Brucellosis due to Brucella melitensis,Brucellosis
A23,1,A231,Brucellosis due to Brucella abortus,Brucellosis due to Brucella abortus,Brucellosis
A23,2,A232,Brucellosis due to Brucella suis,Brucellosis due to Brucella suis,Brucellosis
A23,3,A233,Brucellosis due to Brucella canis,Brucellosis due to Brucella canis,Brucellosis
A23,8,A238,Other brucellosis,Other brucellosis,Brucellosis
A23,9,A239,"Brucellosis, unspecified","Brucellosis, unspecified",Brucellosis
A24,0,A240,Glanders,Glanders,Glanders and melioidosis
A24,1,A241,Acute and fulminating melioidosis,Acute and fulminating melioidosis,Glanders and melioidosis
A24,2,A242,Subacute and chronic melioidosis,Subacute and chronic melioidosis,Glanders and melioidosis
A24,3,A243,Other melioidosis,Other melioidosis,Glanders and melioidosis
A24,9,A249,"Melioidosis, unspecified","Melioidosis, unspecified",Glanders and melioidosis
A25,0,A250,Spirillosis,Spirillosis,Rat-bite fevers
A25,1,A251,Streptobacillosis,Streptobacillosis,Rat-bite fevers
A25,9,A259,"Rat-bite fever, unspecified","Rat-bite fever, unspecified",Rat-bite fevers
A26,0,A260,Cutaneous erysipeloid,Cutaneous erysipeloid,Erysipeloid
A26,7,A267,Erysipelothrix sepsis,Erysipelothrix sepsis,Erysipeloid
A26,8,A268,Other forms of erysipeloid,Other forms of erysipeloid,Erysipeloid
A26,9,A269,"Erysipeloid, unspecified","Erysipeloid, unspecified",Erysipeloid
A27,0,A270,Leptospirosis icterohemorrhagica,Leptospirosis icterohemorrhagica,Leptospirosis
A278,1,A2781,Aseptic meningitis in leptospirosis,Aseptic meningitis in leptospirosis,Other forms of leptospirosis
A278,9,A2789,Other forms of leptospirosis,Other forms of leptospirosis,Other forms of leptospirosis
A279,,A279,"Leptospirosis, unspecified","Leptospirosis, unspecified","Leptospirosis, unspecified"
A28,0,A280,Pasteurellosis,Pasteurellosis,"Other zoonotic bacterial diseases, not elsewhere classified"
A28,1,A281,Cat-scratch disease,Cat-scratch disease,"Other zoonotic bacterial diseases, not elsewhere classified"
A28,2,A282,Extraintestinal yersiniosis,Extraintestinal yersiniosis,"Other zoonotic bacterial diseases, not elsewhere classified"
A28,8,A288,"Oth zoonotic bacterial diseases, not elsewhere classified","Other specified zoonotic bacterial diseases, not elsewhere classified","Other zoonotic bacterial diseases, not elsewhere classified"
A28,9,A289,"Zoonotic bacterial disease, unspecified","Zoonotic bacterial disease, unspecified","Other zoonotic bacterial diseases, not elsewhere classified"
A30,0,A300,Indeterminate leprosy,Indeterminate leprosy,Leprosy [Hansen's disease]
A30,1,A301,Tuberculoid leprosy,Tuberculoid leprosy,Leprosy [Hansen's disease]
A30,2,A302,Borderline tuberculoid leprosy,Borderline tuberculoid leprosy,Leprosy [Hansen's disease]
A30,3,A303,Borderline leprosy,Borderline leprosy,Leprosy [Hansen's disease]
A30,4,A304,Borderline lepromatous leprosy,Borderline lepromatous leprosy,Leprosy [Hansen's disease]
A30,5,A305,Lepromatous leprosy,Lepromatous leprosy,Leprosy [Hansen's disease]
A30,8,A308,Other forms of leprosy,Other forms of leprosy,Leprosy [Hansen's disease]
A30,9,A309,"Leprosy, unspecified","Leprosy, unspecified",Leprosy [Hansen's disease]
A31,0,A310,Pulmonary mycobacterial infection,Pulmonary mycobacterial infection,Infection due to other mycobacteria
A31,1,A311,Cutaneous mycobacterial infection,Cutaneous mycobacterial infection,Infection due to other mycobacteria
A31,2,A312,Dissem mycobacterium avium-intracellulare complex (DMAC),Disseminated mycobacterium avium-intracellulare complex (DMAC),Infection due to other mycobacteria
A31,8,A318,Other mycobacterial infections,Other mycobacterial infections,Infection due to other mycobacteria
A31,9,A319,"Mycobacterial infection, unspecified","Mycobacterial infection, unspecified",Infection due to other mycobacteria
A32,0,A320,Cutaneous listeriosis,Cutaneous listeriosis,Listeriosis
A321,1,A3211,Listerial meningitis,Listerial meningitis,Listerial meningitis and meningoencephalitis
A321,2,A3212,Listerial meningoencephalitis,Listerial meningoencephalitis,Listerial meningitis and meningoencephalitis
A327,,A327,Listerial sepsis,Listerial sepsis,Listerial sepsis
A328,1,A3281,Oculoglandular listeriosis,Oculoglandular listeriosis,Other forms of listeriosis
A328,2,A3282,Listerial endocarditis,Listerial endocarditis,Other forms of listeriosis
A328,9,A3289,Other forms of listeriosis,Other forms of listeriosis,Other forms of listeriosis
A329,,A329,"Listeriosis, unspecified","Listeriosis, unspecified","Listeriosis, unspecified"
A33,,A33,Tetanus neonatorum,Tetanus neonatorum,Tetanus neonatorum
A34,,A34,Obstetrical tetanus,Obstetrical tetanus,Obstetrical tetanus
A35,,A35,Other tetanus,Other tetanus,Other tetanus
A36,0,A360,Pharyngeal diphtheria,Pharyngeal diphtheria,Diphtheria
A36,1,A361,Nasopharyngeal diphtheria,Nasopharyngeal diphtheria,Diphtheria
A36,2,A362,Laryngeal diphtheria,Laryngeal diphtheria,Diphtheria
A36,3,A363,Cutaneous diphtheria,Cutaneous diphtheria,Diphtheria
A368,1,A3681,Diphtheritic cardiomyopathy,Diphtheritic cardiomyopathy,Other diphtheria
A368,2,A3682,Diphtheritic radiculomyelitis,Diphtheritic radiculomyelitis,Other diphtheria
A368,3,A3683,Diphtheritic polyneuritis,Diphtheritic polyneuritis,Other diphtheria
A368,4,A3684,Diphtheritic tubulo-interstitial nephropathy,Diphtheritic tubulo-interstitial nephropathy,Other diphtheria
A368,5,A3685,Diphtheritic cystitis,Diphtheritic cystitis,Other diphtheria
A368,6,A3686,Diphtheritic conjunctivitis,Diphtheritic conjunctivitis,Other diphtheria
A368,9,A3689,Other diphtheritic complications,Other diphtheritic complications,Other diphtheria
A369,,A369,"Diphtheria, unspecified","Diphtheria, unspecified","Diphtheria, unspecified"
A370,0,A3700,Whooping cough due to Bordetella pertussis without pneumonia,Whooping cough due to Bordetella pertussis without pneumonia,Whooping cough due to Bordetella pertussis
A370,1,A3701,Whooping cough due to Bordetella pertussis with pneumonia,Whooping cough due to Bordetella pertussis with pneumonia,Whooping cough due to Bordetella pertussis
A371,0,A3710,Whooping cough due to Bordetella parapertussis w/o pneumonia,Whooping cough due to Bordetella parapertussis without pneumonia,Whooping cough due to Bordetella parapertussis
A371,1,A3711,Whooping cough due to Bordetella parapertussis w pneumonia,Whooping cough due to Bordetella parapertussis with pneumonia,Whooping cough due to Bordetella parapertussis
A378,0,A3780,Whooping cough due to other Bordetella species w/o pneumonia,Whooping cough due to other Bordetella species without pneumonia,Whooping cough due to other Bordetella species
A378,1,A3781,Whooping cough due to oth Bordetella species with pneumonia,Whooping cough due to other Bordetella species with pneumonia,Whooping cough due to other Bordetella species
A379,0,A3790,"Whooping cough, unspecified species without pneumonia","Whooping cough, unspecified species without pneumonia","Whooping cough, unspecified species"
A379,1,A3791,"Whooping cough, unspecified species with pneumonia","Whooping cough, unspecified species with pneumonia","Whooping cough, unspecified species"
A38,0,A380,Scarlet fever with otitis media,Scarlet fever with otitis media,Scarlet fever
A38,1,A381,Scarlet fever with myocarditis,Scarlet fever with myocarditis,Scarlet fever
A38,8,A388,Scarlet fever with other complications,Scarlet fever with other complications,Scarlet fever
A38,9,A389,"Scarlet fever, uncomplicated","Scarlet fever, uncomplicated",Scarlet fever
A39,0,A390,Meningococcal meningitis,Meningococcal meningitis,Meningococcal infection
A39,1,A391,Waterhouse-Friderichsen syndrome,Waterhouse-Friderichsen syndrome,Meningococcal infection
A39,2,A392,Acute meningococcemia,Acute meningococcemia,Meningococcal infection
A39,3,A393,Chronic meningococcemia,Chronic meningococcemia,Meningococcal infection
A39,4,A394,"Meningococcemia, unspecified","Meningococcemia, unspecified",Meningococcal infection
A395,0,A3950,"Meningococcal carditis, unspecified","Meningococcal carditis, unspecified",Meningococcal heart disease
A395,1,A3951,Meningococcal endocarditis,Meningococcal endocarditis,Meningococcal heart disease
A395,2,A3952,Meningococcal myocarditis,Meningococcal myocarditis,Meningococcal heart disease
A395,3,A3953,Meningococcal pericarditis,Meningococcal pericarditis,Meningococcal heart disease
A398,1,A3981,Meningococcal encephalitis,Meningococcal encephalitis,Other meningococcal infections
A398,2,A3982,Meningococcal retrobulbar neuritis,Meningococcal retrobulbar neuritis,Other meningococcal infections
A398,3,A3983,Meningococcal arthritis,Meningococcal arthritis,Other meningococcal infections
A398,4,A3984,Postmeningococcal arthritis,Postmeningococcal arthritis,Other meningococcal infections
A398,9,A3989,Other meningococcal infections,Other meningococcal infections,Other meningococcal infections
A399,,A399,"Meningococcal infection, unspecified","Meningococcal infection, unspecified","Meningococcal infection, unspecified"
A40,0,A400,"Sepsis due to streptococcus, group A","Sepsis due to streptococcus, group A",Streptococcal sepsis
A40,1,A401,"Sepsis due to streptococcus, group B","Sepsis due to streptococcus, group B",Streptococcal sepsis
A40,3,A403,Sepsis due to Streptococcus pneumoniae,Sepsis due to Streptococcus pneumoniae,Streptococcal sepsis
A40,8,A408,Other streptococcal sepsis,Other streptococcal sepsis,Streptococcal sepsis
A40,9,A409,"Streptococcal sepsis, unspecified","Streptococcal sepsis, unspecified",Streptococcal sepsis
A410,1,A4101,Sepsis due to Methicillin susceptible Staphylococcus aureus,Sepsis due to Methicillin susceptible Staphylococcus aureus,Sepsis due to Staphylococcus aureus
A410,2,A4102,Sepsis due to Methicillin resistant Staphylococcus aureus,Sepsis due to Methicillin resistant Staphylococcus aureus,Sepsis due to Staphylococcus aureus
A411,,A411,Sepsis due to other specified staphylococcus,Sepsis due to other specified staphylococcus,Sepsis due to other specified staphylococcus
A412,,A412,Sepsis due to unspecified staphylococcus,Sepsis due to unspecified staphylococcus,Sepsis due to unspecified staphylococcus
A413,,A413,Sepsis due to Hemophilus influenzae,Sepsis due to Hemophilus influenzae,Sepsis due to Hemophilus influenzae
A414,,A414,Sepsis due to anaerobes,Sepsis due to anaerobes,Sepsis due to anaerobes
A415,0,A4150,"Gram-negative sepsis, unspecified","Gram-negative sepsis, unspecified",Sepsis due to other Gram-negative organisms
A415,1,A4151,Sepsis due to Escherichia coli [E. coli],Sepsis due to Escherichia coli [E. coli],Sepsis due to other Gram-negative organisms
A415,2,A4152,Sepsis due to Pseudomonas,Sepsis due to Pseudomonas,Sepsis due to other Gram-negative organisms
A415,3,A4153,Sepsis due to Serratia,Sepsis due to Serratia,Sepsis due to other Gram-negative organisms
A415,9,A4159,Other Gram-negative sepsis,Other Gram-negative sepsis,Sepsis due to other Gram-negative organisms
A418,1,A4181,Sepsis due to Enterococcus,Sepsis due to Enterococcus,Other specified sepsis
A418,9,A4189,Other specified sepsis,Other specified sepsis,Other specified sepsis
A419,,A419,"Sepsis, unspecified organism","Sepsis, unspecified organism","Sepsis, unspecified organism"
A42,0,A420,Pulmonary actinomycosis,Pulmonary actinomycosis,Actinomycosis
A42,1,A421,Abdominal actinomycosis,Abdominal actinomycosis,Actinomycosis
A42,2,A422,Cervicofacial actinomycosis,Cervicofacial actinomycosis,Actinomycosis
A42,7,A427,Actinomycotic sepsis,Actinomycotic sepsis,Actinomycosis
A428,1,A4281,Actinomycotic meningitis,Actinomycotic meningitis,Other forms of actinomycosis
A428,2,A4282,Actinomycotic encephalitis,Actinomycotic encephalitis,Other forms of actinomycosis
A428,9,A4289,Other forms of actinomycosis,Other forms of actinomycosis,Other forms of actinomycosis
A429,,A429,"Actinomycosis, unspecified","Actinomycosis, unspecified","Actinomycosis, unspecified"
A43,0,A430,Pulmonary nocardiosis,Pulmonary nocardiosis,Nocardiosis
A43,1,A431,Cutaneous nocardiosis,Cutaneous nocardiosis,Nocardiosis
A43,8,A438,Other forms of nocardiosis,Other forms of nocardiosis,Nocardiosis
A43,9,A439,"Nocardiosis, unspecified","Nocardiosis, unspecified",Nocardiosis
A44,0,A440,Systemic bartonellosis,Systemic bartonellosis,Bartonellosis
A44,1,A441,Cutaneous and mucocutaneous bartonellosis,Cutaneous and mucocutaneous bartonellosis,Bartonellosis
A44,8,A448,Other forms of bartonellosis,Other forms of bartonellosis,Bartonellosis
A44,9,A449,"Bartonellosis, unspecified","Bartonellosis, unspecified",Bartonellosis
A46,,A46,Erysipelas,Erysipelas,Erysipelas
A48,0,A480,Gas gangrene,Gas gangrene,"Other bacterial diseases, not elsewhere classified"
A48,1,A481,Legionnaires' disease,Legionnaires' disease,"Other bacterial diseases, not elsewhere classified"
A48,2,A482,Nonpneumonic Legionnaires' disease [Pontiac fever],Nonpneumonic Legionnaires' disease [Pontiac fever],"Other bacterial diseases, not elsewhere classified"
A48,3,A483,Toxic shock syndrome,Toxic shock syndrome,"Other bacterial diseases, not elsewhere classified"
A48,4,A484,Brazilian purpuric fever,Brazilian purpuric fever,"Other bacterial diseases, not elsewhere classified"
A485,1,A4851,Infant botulism,Infant botulism,Other specified botulism
A485,2,A4852,Wound botulism,Wound botulism,Other specified botulism
A488,,A488,Other specified bacterial diseases,Other specified bacterial diseases,Other specified bacterial diseases
A490,1,A4901,"Methicillin suscep staph infection, unsp site","Methicillin susceptible Staphylococcus aureus infection, unspecified site","Staphylococcal infection, unspecified site"
A490,2,A4902,"Methicillin resis staph infection, unsp site","Methicillin resistant Staphylococcus aureus infection, unspecified site","Staphylococcal infection, unspecified site"
A491,,A491,"Streptococcal infection, unspecified site","Streptococcal infection, unspecified site","Streptococcal infection, unspecified site"
